psgc_brgy,yes,no
160301042,8,84
160301043,44,192
160301044,74,73
160301045,253,314
160301046,232,64
160301047,72,191
160301048,45,42
160301049,122,49
160301050,173,113
160302001,622,477
160302002,881,295
160302003,1090,527
160302004,193,330
160302005,711,352
160302006,451,192
160302007,37,166
160302008,128,178
160302009,84,146
160302010,1093,227
160303001,138,117
160303002,45,24
160303003,86,96
160303004,9,137
160303006,115,117
160303007,29,74
160303008,361,123
160303009,128,144
160303010,0,40
160303011,260,266
160303013,86,39
160303014,31,118
160303015,81,52
160303016,45,79
160303017,150,148
160303018,60,180
160303019,520,116
160303021,6,151
160303022,183,171
160303023,155,84
160303024,24,5
160303026,65,37
160303027,31,28
160303028,2,68
160303029,54,48
160303030,8,95
160303031,0,77
160303032,55,50
160303033,2,96
160303034,29,29
160303035,160,40
160303036,1,0
160303037,0,81
160303038,1,62
160303039,0,71
160303041,16,14
160303042,34,30
160303043,1,63
160303045,30,16
160303046,3,23
160303047,1,41
160303048,2,34
160303049,1,49
160304001,39,132
160304002,59,130
160304003,22,32
160304004,1,97
160304005,64,144
160304006,258,180
160304007,140,103
160304008,69,130
160304009,0,106
160304010,1,56
160304011,15,171
160304012,218,171
160304013,18,156
160304014,3,69
160304015,15,132
160305001,94,235
160305002,73,122
160305003,129,245
160305004,66,214
160305005,346,223
160305006,83,121
160305007,85,210
160305008,90,132
160305009,79,96
160305010,261,205
160305011,57,92
160305012,91,135
160305013,38,114
160305014,14,55
160305015,82,433
160305016,42,38
160305017,10,88
160306001,217,411
160306002,235,110
160306003,180,132
160306004,1700,409
160306006,161,179
160306007,223,132
160306008,88,227
160306009,132,187
160306010,120,71
160306011,298,190
160306012,378,310
160306013,173,192
160306014,213,224
160306015,93,178
160306016,147,144
160306017,124,102
160306018,1119,386
160306020,80,95
160306021,295,234
160306022,127,203
160306023,409,125
160306024,90,195
160306025,237,177
160306026,104,77
160306027,239,164
160306029,195,124
160306030,392,288
160306031,840,258
160306032,241,99
160306033,94,105
160306034,178,125
160306035,57,106
160307001,867,758
160307002,188,88
160307003,99,149
160307004,236,264
160307005,130,321
160307006,565,140
160307007,556,506
160307008,309,102
160307009,423,278
160307010,311,117
160307011,202,70
160308001,670,356
160308002,589,156
160308003,191,236
160308005,113,245
160308006,145,179
160308007,328,109
160308008,578,294
160308009,71,85
160308010,198,123
160308011,97,189
160308012,344,233
160308013,330,209
160308015,568,100
160308016,471,47
160308017,500,61
160308018,417,58
160308019,590,60
160308020,121,53
160308021,511,83
160308022,155,118
160308024,208,296
160308025,103,69
160308026,131,168
160308027,202,87
160308028,426,55
160308029,52,126
160308030,111,49
160309001,122,162
160309002,121,116
160309003,81,91
160309004,28,117
160309005,88,131
160309006,172,125
160309007,69,160
160309008,38,73
160309009,12,388
160309010,51,54
160309011,4,167
160309012,191,125
160309013,13,36
160309014,287,68
160309015,2,144
160309016,38,49
160309017,2,96
160309018,56,56
160309019,2,85
160309020,70,27
160309021,42,88
160309022,8,21
160309023,19,53
160309024,0,54
160309025,182,37
160310001,306,151
160310002,248,203
160310003,106,200
160310004,154,100
160310005,188,112
160310006,417,76
160310007,195,117
160310008,135,92
160310009,203,180
160310010,81,61
160310011,61,50
160311001,162,181
160311002,225,327
160311004,24,73
160311005,1093,364
160311006,104,178
160311007,383,246
160311008,21,117
160311009,587,200
160311010,144,16
160311011,329,115
160311012,118,131
160311013,573,360
160311014,81,167
160311015,4,149
160311016,111,157
160311017,247,129
160312001,248,165
160312002,278,170
160312003,500,319
160312004,282,134
160312005,114,40
160312006,2170,600
160312007,502,214
160312008,186,258
160312009,83,63
160312010,168,186
160312011,107,94
160312012,350,370
160312013,205,155
160312014,127,82
160312015,486,268
160312016,3,98
160313001,125,83
160313002,94,96
160313003,20,18
160313004,235,454
160313005,2,104
160313006,86,98
160313007,105,85
160313008,478,266
160313009,446,183
160313010,102,191
160313011,60,179
160313012,230,226
160313013,32,29
160313014,16,42
160313015,16,100
160313016,21,71
160313017,81,31
160313018,52,49
160313019,40,109
160313020,61,35
160314001,237,346
160314002,44,65
160314003,6,102
160314004,0,52
160314007,37,42
160314008,3,122
160314009,3,20
160314010,38,113
160314012,7,196
160314013,18,237
160314014,38,107
160314015,607,268
160314016,2,156
160314017,142,55
160314018,1,72
160314019,11,88
160314020,39,49
160314022,69,66
160314024,27,241
166701001,290,54
166701002,330,48
166701003,89,46
166701004,69,40
166701005,130,28
166701006,240,47
166701007,369,78
166701008,26,51
166701009,306,44
166701010,222,35
166701011,257,20
166701012,96,13
166702001,204,27
166702002,104,42
166702003,322,63
166702004,179,30
166702005,173,31
166702006,228,69
166702007,926,95
166702008,95,12
166702009,42,18
166704001,170,22
166704002,59,6
166704003,181,16
166704004,242,14
166704005,75,21
166704006,51,12
166706001,359,57
166706002,184,96
166706003,432,62
166706004,205,53
166706005,464,49
166706006,100,41
166706007,109,38
166706008,315,38
166706009,468,45
166706010,387,27
166706011,107,78
166706012,427,97
166706013,337,77
166706014,78,11
166707001,66,18
166707002,230,75
166707003,189,28
166707004,46,26
166707005,83,17
166707006,87,44
166707007,217,54
166707008,73,6
166707009,37,35
166707010,89,39
166707011,52,20
166707012,76,35
166707013,126,94
166707014,67,15
166707015,56,5
166707016,164,46
166707017,130,29
166707018,63,9
166707019,58,8
166707020,33,7
166707021,63,4
166707022,45,2
166707023,17,7
166707024,46,3
166707025,50,13
166707026,116,44
166707027,60,34
166707028,321,97
166707029,40,17
166708001,49,25
166708002,96,24
166708004,95,31
166708006,70,17
166708007,113,32
166708008,154,61
166708009,434,106
166708010,33,3
166708011,97,22
166708012,94,43
166708013,58,17
166708014,62,22
166708016,26,5
166708017,80,5
166708019,51,3
166708021,62,16
166708022,219,54
166708025,108,33
166708027,83,25
166708028,2,120
166710001,2,90
166710002,44,26
166710003,87,38
166710004,197,77
166710005,41,14
166710006,2,48
166710007,224,42
166710008,89,20
166710009,109,14
166710010,56,21
166710011,196,63
166710012,26,50
166710013,96,40
166710014,44,52
166710015,90,72
166710017,83,15
166710018,127,39
166710019,2,128
166710020,44,28
166711001,266,51
166711002,16,24
166711003,58,160
166711004,62,12
166711005,218,26
166711006,75,40
166711007,302,44
166711008,175,57
166711009,132,36
166711010,441,90
166711011,50,63
166711012,119,33
166711013,166,46
166714001,80,21
166714002,25,26
166714003,268,89
166714004,82,14
166714005,159,17
166714006,288,23
166714007,324,43
166714009,129,25
166714010,34,22
166714011,755,146
166714012,98,7
166714013,634,55
166714014,192,49
166714015,351,62
166714016,322,83
166714017,109,37
166714018,156,7
166714019,58,5
166714020,66,20
166714021,43,9
166714022,257,30
166715001,160,35
166715002,134,16
166715003,380,74
166715004,169,33
166715005,147,14
166715007,150,34
166715008,206,47
166715009,327,47
166715010,251,40
166715012,143,10
166715013,102,25
166715014,196,23
166715015,83,19
166715016,78,7
166716001,216,43
166716002,71,15
166716003,170,37
166716004,44,7
166716005,65,12
166716006,132,25
166716007,125,23
166716008,107,24
166716009,48,1
166716010,114,21
166716011,70,8
166716012,15,14
166716013,54,30
166716014,41,18
166716015,32,5
166717002,229,71
166717003,268,48
166717004,376,50
166717005,89,15
166717006,90,40
166717007,392,40
166717008,157,103
166717009,151,18
166717010,171,18
166717011,173,39
166717012,135,30
166717013,788,141
166717014,57,15
166717015,124,22
166717016,93,21
166717017,73,19
166717018,422,54
166717019,67,13
166717020,118,21
166717021,70,24
166718001,67,33
166718002,97,62
166718003,82,16
166718005,79,32
166718006,124,16
166718007,223,41
166719001,153,30
166719002,260,49
166719003,175,28
166719004,230,48
166719005,212,53
166719006,258,45
166719007,149,33
166719008,125,25
166719009,105,38
166719010,216,46
166719011,319,44
166720001,41,8
166720002,267,81
166720003,54,11
166720004,30,5
166720006,34,8
166720007,21,6
166720008,156,17
166720009,35,6
166720010,49,31
166720011,86,8
166720012,43,15
166720013,93,24
166721001,75,17
166721002,155,13
166721003,199,9
166721004,111,18
166721005,74,10
166721006,174,27
166721007,95,19
166721008,185,26
166721009,78,20
166721010,253,39
166721012,97,32
166722001,96,11
166722003,66,9
166722004,51,22
166722005,177,38
166722006,273,56
166722007,176,36
166722008,700,79
166722009,131,25
166722010,221,46
166722011,87,32
166722012,66,32
166722013,114,28
166723001,65,15
166723002,87,32
166723003,70,1
166723004,340,27
166723005,251,35
166723006,150,28
166723007,589,55
166723008,57,13
166723009,60,39
166723010,54,8
166723011,94,41
166723012,95,13
166723013,105,18
166723014,416,36
166724001,107,11
166724002,119,18
166724003,227,87
166724004,97,56
166724005,178,31
166724006,203,67
166724007,48,17
166724008,56,3
166724010,107,21
166724011,335,65
166724012,171,41
166724013,123,35
166724014,543,95
166724015,53,13
166724016,108,39
166724017,378,68
166724018,80,12
166724019,67,15
166724020,111,23
166724021,234,73
166724022,569,111
166724023,137,29
166724024,279,43
166724025,149,28
166724026,1115,203
166724027,243,88
166724028,408,39
166724029,113,19
166724030,137,55
166724031,728,235
166724032,175,33
166724033,235,90
166724034,267,41
166724035,112,12
166724036,282,76
166724037,649,95
166724038,435,146
166724039,94,19
166724040,269,35
166724041,2099,153
166724042,69,30
166724043,180,32
166724044,60,11
166724045,165,43
166724046,82,18
166724047,189,28
166724048,3080,167
166724064,165,98
166724065,270,66
166724066,356,100
166724067,129,45
166724068,2564,113
166724095,75,63
166724096,1022,169
166725001,400,43
166725002,264,42
166725003,266,43
166725004,208,66
166725005,58,20
166725007,237,70
166725008,94,37
166725009,140,28
166725010,119,82
166725011,180,22
166725012,308,177
166725013,60,31
166725014,45,23
166725015,101,52
166727001,158,35
166727002,258,83
166727003,209,42
166727004,272,51
166727005,277,65
166727006,319,23
166727007,213,59
166727008,375,47
166727009,238,50
166801001,311,131
166801002,195,73
166801003,158,118
166801005,217,84
166801006,68,50
166801007,173,88
166801008,127,58
166801009,419,195
166801010,279,219
166801011,122,68
166801013,53,36
166801015,1812,304
166801016,168,99
166801017,81,61
166801019,152,31
166801020,93,80
166801021,38,31
166801023,96,80
166801024,264,65
166801025,105,59
166801026,654,301
166802001,200,88
166802002,114,25
166802003,80,17
166802004,106,73
166802005,312,176
166802006,175,38
166802007,135,149
166803002,68,37
166803003,137,126
166803004,372,487
166803005,64,63
166803006,127,52
166803007,326,115
166803008,170,99
166803009,5052,424
166803010,181,151
166803011,144,183
166803012,1480,294
166803013,110,116
166803014,353,102
166803015,209,102
166803016,192,200
166803017,325,137
166803018,115,92
166803019,71,68
166803020,2080,193
166803021,90,67
166803022,60,43
166803023,152,87
166803024,305,129
166803025,460,50
166804001,817,97
166804002,237,117
166804003,161,47
166804004,142,63
166804005,92,21
166804006,87,48
166804007,80,36
166804008,205,68
166804009,231,95
166804011,595,100
166804012,359,190
166805002,113,30
166805003,228,52
166805004,69,83
166805005,181,58
166805006,281,69
166805007,249,45
166805008,137,81
166805009,801,31
166805010,192,78
166805011,879,70
166805012,374,34
166805013,256,39
166805014,600,136
166805015,111,12
166805016,147,48
166805018,336,69
166806001,192,21
166806002,70,22
166806003,559,78
166806004,150,40
166806005,218,57
166806006,121,18
166806007,212,27
166806008,202,148
166807001,662,230
166807002,57,41
166807003,148,61
166807004,264,20
166807005,181,87
166807006,87,9
166807007,69,53
166807008,321,45
166807009,130,16
166807010,239,76
166807011,395,141
166807012,74,76
166807013,129,19
166807014,109,19
166808001,99,35
166808002,465,176
166808003,60,15
166808004,371,129
166808005,98,23
166808006,79,29
166808007,159,44
166808008,360,110
166808009,97,54
166808010,364,74
166808011,39,10
166808012,100,51
166809002,131,127
166809004,277,351
166809005,211,145
166809006,66,47
166809009,187,133
166809010,50,44
166809012,644,249
166809014,289,280
166809017,48,63
166809021,221,197
166809022,84,132
166809023,183,110
166809025,70,106
166809026,122,166
166809031,120,68
166809034,252,170
166809037,148,166
166809038,75,64
166809039,500,206
166809040,87,84
166809041,282,90
166809042,388,86
166809043,334,58
166809044,53,71
166810001,323,131
166810003,133,48
166810004,204,79
166810008,193,51
166810009,129,47
166810010,30,133
166810011,181,76
166810015,140,71
166810016,133,11
166810017,16,233
166810018,72,3
166810019,132,41
166810020,85,18
166811001,204,70
166811002,276,109
166811003,204,74
166811004,130,115
166811005,1146,393
166811006,179,77
166811007,321,91
166811008,235,86
166811009,293,147
166811010,711,87
166811011,405,134
166811012,98,96
166811013,91,79
166812001,78,57
166812002,345,275
166812003,59,41
166812004,59,135
166812005,53,25
166812006,96,128
166812007,264,70
166812008,53,21
166812009,252,121
166812010,63,82
166812011,697,176
166812012,98,108
166812013,257,57
166812014,61,14
166812015,137,43
166812016,128,98
166812017,92,56
166812018,125,58
166813001,93,24
166813002,150,38
166813003,184,26
166813004,153,27
166813005,119,28
166813006,137,62
166813007,457,49
166813008,154,23
166813009,250,26
166813010,106,15
166813011,100,53
166813012,86,20
166813013,246,49
166813014,278,20
166814001,78,33
166814002,77,25
166814003,171,63
166814004,147,87
166814005,219,100
166814006,57,86
166814007,206,110
166814008,409,134
166814009,19,21
166814010,156,113
166814011,50,73
166814012,98,68
166815001,86,34
166815002,172,129
166815003,77,116
166815004,250,155
166815005,440,97
166815006,88,60
166815007,200,77
166815008,234,46
166815009,157,12
166815010,75,41
166815011,174,56
166815012,323,102
166815013,333,54
166816001,1,107
166816002,134,84
166816003,16,108
166816004,289,259
166816005,22,95
166816006,146,165
166816007,111,62
166816008,134,107
166816009,163,157
166816010,180,91
166816011,155,100
166816012,165,78
166816013,377,124
166816014,248,124
166816016,146,296
166816017,147,104
166816018,21,83
166816019,291,146
166817001,46,35
166817002,109,109
166817003,140,90
166817004,103,49
166817006,160,90
166817007,116,46
166817008,82,42
166817009,138,80
166817010,73,64
166817011,120,88
166817012,464,187
166817013,195,56
166817014,90,67
166817015,72,73
166817016,30,6
166817017,204,226
166817018,202,136
166817019,45,33
166817020,52,107
166817021,218,164
166817022,54,35
166817023,97,66
166817024,230,92
166817025,207,210
166817026,72,74
166818001,238,137
166818002,150,106
166818003,176,182
166818004,205,117
166818005,156,74
166818006,121,81
166818007,137,66
166818008,130,68
166818009,106,148
166818010,169,139
166818011,152,79
166818012,360,79
166818013,99,110
166818014,184,79
166818015,83,101
166818016,77,93
166818017,44,58
166818018,888,221
166818019,324,161
166818020,44,61
166818021,124,66
166818022,154,105
166818023,329,130
166818024,164,115
166819001,233,81
166819002,969,78
166819003,148,55
166819004,394,91
166819005,1024,107
