region,province,city_or_municipality,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,total,percentage_to_total
VI (Western Visayas),Negros Occidental,La Carlota City,6,11,13,16,23,22,27,16,22,7,26,8,12,6,15,15,19,13,32,26,21,19,13,30,21,439,
VI (Western Visayas),Negros Occidental,La Castellana,7,6,5,3,7,7,9,3,2,7,4,2,5,1,1,4,7,1,5,7,10,7,12,10,13,145,
VI (Western Visayas),Negros Occidental,Manapla,4,5,7,9,23,16,6,12,7,3,4,6,9,7,4,5,2,7,10,3,8,10,9,8,7,191,
VI (Western Visayas),Negros Occidental,Moises Padilla (Magallon),-,1,5,4,1,-,-,1,1,2,-,5,1,-,-,1,1,-,2,1,7,4,-,-,3,40,
VI (Western Visayas),Negros Occidental,Murcia,4,1,4,2,3,7,5,1,7,6,1,4,13,2,12,11,6,5,11,6,13,6,7,12,12,161,
VI (Western Visayas),Negros Occidental,Pontevedra,8,2,1,4,8,2,10,2,15,5,2,9,6,2,2,12,10,8,12,4,3,1,17,13,21,179,
VI (Western Visayas),Negros Occidental,Pulupandan,3,6,2,5,7,4,2,1,3,8,6,3,4,7,-,4,7,12,12,8,4,8,7,14,9,146,
VI (Western Visayas),Negros Occidental,Sagay City,10,15,21,10,6,25,28,38,7,11,9,16,24,19,29,14,28,12,29,26,24,19,43,30,36,529,
VI (Western Visayas),Negros Occidental,Salvador Benedicto,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,2,
VI (Western Visayas),Negros Occidental,San Carlos City,20,28,51,36,33,54,26,29,19,32,16,17,20,47,29,44,32,35,35,49,49,42,42,57,43,885,
VI (Western Visayas),Negros Occidental,San Enrique,8,-,4,6,7,6,2,1,2,6,1,9,1,5,2,2,7,2,18,15,2,1,5,1,10,123,
VI (Western Visayas),Negros Occidental,Silay City,6,15,38,27,19,37,20,29,26,27,24,37,22,27,37,36,42,39,69,61,37,46,41,50,60,872,
VI (Western Visayas),Negros Occidental,Sipalay,2,8,4,2,6,4,11,1,2,2,6,3,2,1,3,3,2,1,7,4,12,4,9,6,11,116,
VI (Western Visayas),Negros Occidental,Toboso,1,-,6,10,1,1,2,4,4,1,-,2,5,1,4,6,9,2,6,5,7,4,11,7,6,105,
VI (Western Visayas),Negros Occidental,Valladolid,1,3,6,3,7,2,1,8,4,5,1,-,3,-,5,1,14,8,9,4,15,5,5,9,5,124,
VI (Western Visayas),Negros Occidental,Not Reported,-,5,9,1,3,1,2,4,1,-,-,3,-,3,1,-,-,1, ,-,-,-,-,-,-,34,
VI (Western Visayas),Guimaras,Buenavista,2,1,7,7,20,9,15,22,4,11,6,6,5,8,6,13,26,16,14,3,19,18,22,16,22,298,
VI (Western Visayas),Guimaras,Jordan (Capital),1,2,8,1,6,1,5,8,24,9,5,2,4,3,2,7,14,5,12,10,3,5,5,5,14,161,
VI (Western Visayas),Guimaras,Nueva Valencia,1,6,2,6,2,7,1,6,8,3,1,2,10,-,5,5,6,1,6,9,5,7,5,10,6,120,
VI (Western Visayas),Guimaras,San Lorenzo,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,3,1,1,1,2,1,2,5,-,22,
VI (Western Visayas),Guimaras,Sibunag,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,-,2,3,-,1,10,
VI (Western Visayas),Guimaras,Not Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1, ,-,-,-,-,-,-,1,
VII (Central Visayas),Bohol,Alburquerque,1,-,3,2,3,6,4,8,2,8,2,1,2,8,7,6,5,11,11,5,6,10,11,7,9,138,
VII (Central Visayas),Bohol,Alicia,2,1,1,-,-,-,1,1,2,2,2,2,3,-,-,6,6,9,3,2,7,-,6,5,3,64,
VII (Central Visayas),Bohol,Anda,3,2,2,-,7,3,4,1,-,4,4,2,1,5,4,3,1,4,4,8,5,5,4,3,6,85,
VII (Central Visayas),Bohol,Antequera,4,2,1,1,7,6,2,4,3,1,5,6,7,5,4,5,14,7,12,3,12,5,1,7,13,137,
VII (Central Visayas),Bohol,Baclayon,3,4,5,4,12,5,5,3,5,4,5,10,7,7,7,13,7,12,18,15,7,8,5,22,17,210,
VII (Central Visayas),Bohol,Balilihan,-,1,4,-,1,-,7,10,1,1,5,2,-,4,7,1,4,1,9,2,4,4,2,3,2,75,
VII (Central Visayas),Bohol,Batuan,7,-,1,-,-,3,4,3,-,3,-,4,1,3,-,-,6,2,1,3,-,7,11,-,8,67,
VII (Central Visayas),Bohol,Bien Unido,1,1,-,3,3,4,-,3,2,1,3,-,4,2,1,5,7,5,2,8,9,3,1,3,5,76,
VII (Central Visayas),Bohol,Bilar,1,3,1,2,1,5,6,2,2,5,3,1,3,9,5,12,3,5,1,7,3,4,5,7,16,112,
VII (Central Visayas),Bohol,Buenavista,5,-,7,4,3,6,-,1,2,1,-,3,3,7,-,1,3,1,13,6,3,5,1,10,4,89,
VII (Central Visayas),Bohol,Calape,15,9,7,8,15,9,6,8,16,19,11,9,6,10,16,18,33,18,21,12,21,17,12,20,27,363,
VII (Central Visayas),Bohol,Candijay,5,1,-,2,2,4,5,2,3,2,3,8,1,4,4,2,3,3,5,3,3,6,3,11,3,88,
VII (Central Visayas),Bohol,Carmen,3,6,2,6,2,1,1,11,5,7,2,10,8,12,8,5,4,9,13,11,15,13,12,18,10,194,
VII (Central Visayas),Bohol,Catigbian,2,-,-,2,4,3,8,2,3,-,4,-,-,4,5,1,1,6,3,9,1,1,7,3,9,78,
VII (Central Visayas),Bohol,Clarin,1,3,2,1,2,3,2,2,6,4,-,4,1,6,6,4,4,5,9,11,9,9,10,14,6,124,
VII (Central Visayas),Bohol,Corella,-,-,2,-,1,1,-,-,3,1,1,-,3,1,2,5,-,1,7,2,6,2,6,5,4,53,
VII (Central Visayas),Bohol,Cortes,2,6,2,3,2,4,2,6,5,5,4,1,7,5,7,5,8,14,7,14,9,6,6,4,16,150,
VII (Central Visayas),Bohol,Dagohoy,-,-,-,3,1,-,-,1,5,2,-,2,3,2,1,1,4,5,4,6,10,1,2,8,6,67,
VII (Central Visayas),Bohol,Danao,-,-,-,-,-,-,-,2,1,1,3,1,1,2,1,-,1,11,3,2,2,5,4,1,3,44,
VII (Central Visayas),Bohol,Dauis,3,3,1,3,10,15,13,4,6,12,2,3,11,3,10,6,8,37,21,19,25,16,20,28,29,308,
VII (Central Visayas),Bohol,Dimiao,-,4,7,-,3,3,3,4,13,5,10,1,6,-,-,5,3,3,1,2,8,2,5,4,-,92,
VII (Central Visayas),Bohol,Duero,2,5,3,8,3,-,2,5,2,1,2,4,3,1,1,7,4,10,3,1,5,6,3,3,2,86,
VII (Central Visayas),Bohol,Garcia Hernandez,10,3,11,5,1,7,9,5,5,6,12,6,-,5,3,11,14,4,18,17,5,13,10,16,10,206,
VII (Central Visayas),Bohol,Guindulman,3,9,2,2,6,4,4,12,3,13,9,5,9,21,3,12,20,11,5,4,8,12,11,17,5,210,
VII (Central Visayas),Bohol,Inabanga,1,3,7,4,1,4,1,4,5,7,6,8,4,6,4,12,8,18,18,11,11,11,11,18,13,196,
VII (Central Visayas),Bohol,Jagna,1,14,12,16,11,12,16,2,15,11,11,7,12,15,13,8,11,18,12,18,10,23,11,14,28,321,
VII (Central Visayas),Bohol,Jetafe,-,2,3,2,2,-,1,-,-,1,1,-,-,1,-,1,3,3, ,4,2,2,2,7,12,49,
VII (Central Visayas),Bohol,Lila,6,2,8,6,5,2,12,2,10,8,7,6,4,10,8,13,14,8,21,8,14,9,16,22,9,230,
VII (Central Visayas),Bohol,Loay,3,7,8,17,4,10,4,3,5,8,14,8,10,9,11,12,17,15,11,18,18,17,19,11,12,271,
VII (Central Visayas),Bohol,Loboc,18,4,5,7,13,7,15,11,17,24,8,5,8,6,25,8,29,17,21,24,24,14,16,17,15,358,
VII (Central Visayas),Bohol,Loon,9,9,5,9,5,3,15,17,7,24,2,3,9,6,12,19,18,14,11,22,15,17,19,18,21,309,
VII (Central Visayas),Bohol,Mabini,5,6,2,2,4,2,6,2,3,2,4,1,2,2,4,2,6,4,5,1,5,8,6,4,7,95,
VII (Central Visayas),Bohol,Maribojoc,8,17,3,10,17,4,1,4,5,2,3,3,9,3,8,11,2,16,5,18,1,12,12,17,24,215,
VII (Central Visayas),Bohol,Panglao,2,2,3,3,2,2,10,-,10,4,3,9,6,9,5,8,6,16,13,16,14,16,11,16,11,197,
VII (Central Visayas),Bohol,Pilar,4,1,2,3,1,2,3,7,-,1,1,4,1,7,4,4,4,13,4,2,-,2,5,15,3,93,
VII (Central Visayas),Bohol,Pres. Carlos P. Garcia (Pitogo),-,-,-,-,1,1,-,-,-,-,-,6,-,1,2,3,1,1,4,3,2,1,3,-,5,34,
VII (Central Visayas),Bohol,Sagbayan (Borja),7,2,5,-,1,4,2,1,1,5,4,4,2,3,7,7,-,6,5,8,9,3,14,8,8,116,
VII (Central Visayas),Bohol,San Isidro,1,-,-,-,-,-,-,2,2,1,1,1,-,-,2,-,-,1,7,1,-,3,-,3,4,29,
VII (Central Visayas),Bohol,San Miguel,2,3,1,3,-,2,2,2,2,1,-,1,2,1,6,3,2,1,4,4,7,2,3,6,1,61,
VII (Central Visayas),Bohol,Sevilla,-,3,5,2,1,4,3,4,3,7,1,-,1,1,-,4,-,-,1,2,1,-,6,8,2,59,
VII (Central Visayas),Bohol,Sierra Bullones,2,-,-,2,2,4,4,-,5,-,3,2,6,4,4,2,4,7,5,6,6,8,5,7,3,91,
VII (Central Visayas),Bohol,Sikatuna,-,1,1,1,-,1,-,1,-,-,2,-,1,2,-,2,-,-,1,-,2,2,1,3,-,21,
VII (Central Visayas),Bohol,Tagbilaran City (Capital),48,55,85,76,97,107,87,75,64,97,64,69,112,113,144,107,210,189,253,217,149,178,166,161,215,3138,
VII (Central Visayas),Bohol,Talibon,5,3,6,9,4,11,6,4,8,9,15,7,13,4,11,10,7,11,19,12,21,11,14,21,20,261,
VII (Central Visayas),Bohol,Trinidad,1,3,1,3,1,1,5,1,-,1,3,2,5,1,4,2,4,4,3,2,6,11,13,6,8,91,
VII (Central Visayas),Bohol,Tubigon,4,6,10,9,12,10,22,9,10,10,14,13,12,15,4,28,25,20,23,14,21,14,23,30,22,380,
VII (Central Visayas),Bohol,Ubay,2,4,4,6,2,3,5,3,3,11,4,5,7,11,5,4,7,8,11,15,8,4,10,19,16,177,
VII (Central Visayas),Bohol,Valencia,2,8,9,5,8,2,2,1,4,4,3,2,3,4,4,4,2,2,4,14,7,8,4,4,11,121,
VII (Central Visayas),Bohol,Not Reported,-,1,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,4,
VII (Central Visayas),Cebu,Alcantara,-,2,4,3,-,-,1,3,3,3,4,4,11,5,8,5,7,14,5,8,6,18,12,10,12,148,
VII (Central Visayas),Cebu,Alcoy,1,2,-,2,2,1,2,5,1,3,4,2,-,2,3,3,2,-,5,11,3,5,10,3,7,79,
VII (Central Visayas),Cebu,Alegria,2,-,1,6,3,5,2,4,6,6,2,1,4,1,3,-,6,2,2,4,1,9,2,1,2,75,
VII (Central Visayas),Cebu,Aloguinsan,-,-,-,1,1,3,-,1,3,3,-,1,1,7,2,3,7,9,4,6,4,6,3,5,6,76,
VII (Central Visayas),Cebu,Argao,6,10,17,15,17,29,16,19,14,21,17,13,12,24,35,16,15,28,35,41,37,42,22,36,42,579,
VII (Central Visayas),Cebu,Asturias,3,3,5,4,7,6,6,2,3,13,2,8,6,2,14,3,15,8,12,9,9,21,11,8,9,189,
VII (Central Visayas),Cebu,Badian,2,5,3,4,8,10,4,2,8,8,2,2,2,5,6,7,9,5,11,7,15,12,7,14,10,168,
VII (Central Visayas),Cebu,Balamban,11,5,11,21,18,13,11,17,17,13,9,10,18,13,14,29,23,18,17,19,30,29,26,46,29,467,
VII (Central Visayas),Cebu,Bantayan,9,7,9,6,3,-,4,3,5,6,3,5,9,13,14,6,9,22,14,9,9,13,9,16,9,212,
VII (Central Visayas),Cebu,Barili,8,2,13,12,18,16,13,11,10,10,8,12,9,10,17,6,10,30,12,21,15,13,28,19,23,346,
VII (Central Visayas),Cebu,Bogo,4,8,10,10,13,17,19,17,14,9,24,7,7,20,17,15,36,37,29,31,18,34,20,26,29,471,
VII (Central Visayas),Cebu,Boljoon,-,-,1,1,4,6,6,7,3,4,7,6,11,6,5,2,6,7,4,4,4,14,7,12,7,134,
VII (Central Visayas),Cebu,Borbon,4,2,4,7,7,13,2,2,7,7,2,9,6,5,2,7,9,5,5,7,3,7,7,14,5,148,
VII (Central Visayas),Cebu,Carcar,26,25,31,23,33,42,46,22,31,22,49,35,37,36,51,38,56,70,78,53,46,60,77,84,70,1141,
VII (Central Visayas),Cebu,Carmen,13,9,11,11,13,8,9,4,11,11,10,8,12,17,21,20,14,18,20,27,27,30,24,19,20,387,
VII (Central Visayas),Cebu,Catmon,1,11,4,6,12,11,7,3,3,17,3,2,4,8,13,14,12,9,13,24,10,12,6,9,16,230,
VII (Central Visayas),Cebu,Cebu City (Capital),1217,1143,1258,1382,1448,1541,1331,1082,1144,1093,760,865,1102,1196,1588,1379,1569,1736,2393,1870,1448,1609,1696,1593,1792,35235,
VII (Central Visayas),Cebu,Compostela,5,6,8,8,7,9,23,5,2,16,9,9,13,11,16,20,31,20,33,17,13,21,24,22,25,373,
VII (Central Visayas),Cebu,Consolacion,27,11,18,18,19,18,40,42,31,30,24,24,65,51,65,76,61,93,117,115,103,113,88,132,120,1501,
VII (Central Visayas),Cebu,Cordoba,9,1,3,5,6,7,8,4,3,9,3,12,12,15,20,18,18,26,40,29,30,39,35,32,58,442,
VII (Central Visayas),Cebu,Daanbantayan,9,8,5,12,9,11,3,7,4,6,7,13,9,12,8,12,17,16,18,11,18,28,19,24,23,309,
VII (Central Visayas),Cebu,Dalaguete,2,5,9,14,13,6,5,11,10,6,13,7,11,19,16,11,22,13,20,22,21,25,30,24,26,361,
VII (Central Visayas),Cebu,Danao City,17,23,15,21,32,22,25,26,31,28,24,19,27,38,48,50,49,47,69,73,67,47,56,61,67,982,
VII (Central Visayas),Cebu,Dumanjug,11,4,8,-,5,4,4,1,9,8,6,5,3,8,24,4,14,16,13,5,8,16,7,9,9,201,
VII (Central Visayas),Cebu,Ginatilan,6,5,-,4,10,4,6,1,1,3,2,8,5,1,4,5,1,2,14,7,5,6,3,5,3,111,
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),82,52,63,86,80,106,98,71,109,118,81,131,139,161,213,191,269,342,427,425,325,381,407,450,483,5290,
VII (Central Visayas),Cebu,Liloan,10,22,21,30,28,23,29,23,41,17,18,28,40,48,51,44,46,58,94,72,73,80,73,109,112,1190,
VII (Central Visayas),Cebu,Madridejos,5,-,8,5,2,8,5,3,2,4,-,2,-,3,-,1,-,1, ,2,7,4,3,6,5,76,
VII (Central Visayas),Cebu,Malabuyoc,1,3,4,-,3,2,3,5,-,3,4,3,3,3,3,3,1,5, ,6,4,9,2,3,3,76,
VII (Central Visayas),Cebu,Mandaue City,102,189,140,183,203,254,219,169,172,160,118,160,219,247,330,318,333,370,450,383,329,343,399,335,394,6519,
VII (Central Visayas),Cebu,Medellin,3,4,3,10,4,19,8,3,7,10,3,4,5,10,13,7,13,17,13,13,13,15,15,22,24,258,
VII (Central Visayas),Cebu,Minglanilla,43,44,51,51,44,51,59,48,43,49,50,45,71,59,93,111,108,120,171,151,87,118,168,131,189,2155,
VII (Central Visayas),Cebu,Moalboal,7,9,5,9,6,15,7,4,5,9,6,10,9,14,21,9,11,8,14,26,5,17,19,19,22,286,
VII (Central Visayas),Cebu,Naga,35,44,52,37,26,26,17,40,47,40,34,29,37,47,79,48,47,56,74,72,67,88,58,76,73,1249,
VII (Central Visayas),Cebu,Oslob,-,3,4,-,2,1,2,2,5,3,3,2,3,5,7,5,4,9,6,15,12,9,6,16,10,134,
VII (Central Visayas),Cebu,Pilar,2,1,-,5,4,4,3,2,4,2,-,-,1,1,2,2,3,3,1,5,1,3,-,1,2,52,
VII (Central Visayas),Cebu,Pinamungahan,3,4,1,5,10,-,1,4,8,6,9,4,2,3,8,7,8,8,11,9,17,7,13,12,16,176,
VII (Central Visayas),Cebu,Poro,3,3,2,5,5,3,2,9,-,6,12,7,2,7,6,6,4,5,4,9,4,6,8,7,17,142,
VII (Central Visayas),Cebu,Ronda,2,1,2,4,1,8,4,3,9,7,1,4,6,6,13,3,13,5,4,14,7,6,3,2,10,138,
VII (Central Visayas),Cebu,Samboan,5,2,1,1,5,5,1,1,1,2,5,2,4,5,7,7,6,1,5,8,5,6,8,6,9,108,
VII (Central Visayas),Cebu,San Fernando,18,15,15,17,22,25,24,11,33,23,15,20,31,31,57,36,38,28,37,40,44,34,31,32,44,721,
VII (Central Visayas),Cebu,San Francisco,2,-,3,2,1,4,6,10,7,3,8,7,2,3,5,4,2,3, ,11,3,4,7,13,5,115,
VII (Central Visayas),Cebu,San Remigio,2,7,6,1,5,15,3,3,3,5,4,10,9,4,16,5,4,7,11,12,12,11,11,28,15,209,
VII (Central Visayas),Cebu,Santa Fe,-,-,2,1,-,1,-,1,1,2,-,2,2,-,2,2,5,3,6,7,4,14,7,9,12,83,
VII (Central Visayas),Cebu,Santander,5,2,3,2,3,3,4,1,-,3,1,5,4,2,2,8,6,-,3,3,6,6,3,6,6,87,
VII (Central Visayas),Cebu,Sibonga,13,13,23,23,19,13,17,19,27,32,6,21,19,21,21,19,15,23,27,28,27,31,39,20,45,561,
VII (Central Visayas),Cebu,Sogod,1,-,1,3,6,4,9,2,1,2,8,3,4,9,6,4,3,3,14,18,3,6,18,6,19,153,
VII (Central Visayas),Cebu,Tabogon,1,3,3,2,4,8,4,4,4,1,3,2,3,-,11,5,5,5,7,7,7,9,8,7,9,122,
VII (Central Visayas),Cebu,Tabuelan,2,-,6,1,-,1,5,3,1,4,-,-,-,2,1,1,4,4, ,5,8,4,6,1,3,62,
VII (Central Visayas),Cebu,Talisay,73,85,101,98,181,155,123,72,163,112,93,138,135,201,234,198,233,382,363,310,291,276,303,314,302,4936,
VII (Central Visayas),Cebu,Toledo City,12,27,33,35,28,68,65,70,58,53,50,57,80,44,79,66,84,74,97,108,90,110,88,109,103,1688,
VII (Central Visayas),Cebu,Tuburan,12,3,4,2,6,13,5,3,2,4,3,5,2,6,9,6,15,8,13,10,8,6,18,9,18,190,
VII (Central Visayas),Cebu,Tudela,2,-,2,4,-,2,-,5,-,2,1,-,4,-,1,-,-,5, ,-,2,10,3,3,4,50,
VII (Central Visayas),Cebu,Not Reported,1,5,-,-,2,2,1,1,-,-,1,7,5,14,-,-,-,1,1,1,-,-,-,-,-,42,
VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),2,3,3,3,5,5,5,1,2,4,9,2,11,6,5,8,12,19,18,22,13,13,21,8,11,211,
VII (Central Visayas),Negros Oriental,Ayungon,1,3,-,9,-,1,1,6,6,9,4,1,3,-,4,3,3,4,4,5,5,4,5,6,-,87,
VII (Central Visayas),Negros Oriental,Bacong,2,2,6,11,4,8,15,3,4,11,6,12,10,8,11,11,16,11,13,14,13,16,16,29,28,280,
VII (Central Visayas),Negros Oriental,Bais City,11,7,11,9,25,8,18,7,4,12,12,4,10,4,12,28,22,17,20,19,23,19,16,25,24,367,
VII (Central Visayas),Negros Oriental,Basay,-,-,-,3,-,-,-,1,2,-,-,-,-,2,1,2,2, ,2,7,-,3,3,1,2,31,
VII (Central Visayas),Negros Oriental,Bayawan (Tulong),3,5,4,10,7,14,11,9,11,9,10,6,7,8,17,16,8,11,19,22,11,18,49,15,34,334,
VII (Central Visayas),Negros Oriental,Bindoy (Payabon),4,5,7,5,2,8,5,2,3,4,8,2,-,2,6,-,5,3,3,11,8,2,4,5,3,107,
VII (Central Visayas),Negros Oriental,Canlaon City,1,2,3,1,5,2,1,-,2,3,3,1,3,3,5,3,2,12,8,5,5,8,11,5,16,110,
VII (Central Visayas),Negros Oriental,Dauin,3,3,3,7,3,7,16,4,9,9,-,17,12,13,10,11,5,14,22,10,5,14,14,27,20,258,
VII (Central Visayas),Negros Oriental,Dumaguete City (Capital),95,89,115,110,133,165,156,94,133,97,104,108,131,169,196,160,182,206,320,234,134,192,199,215,255,3992,
VII (Central Visayas),Negros Oriental,Guihulngan,3,4,9,17,9,9,10,2,8,9,5,5,3,3,9,6,8,13,27,13,6,23,21,12,15,249,
VII (Central Visayas),Negros Oriental,Jimalalud,2,3,4,6,1,2,3,2,1,1,2,2,1,3,1,3,3,7,3,1,8,8,21,22,13,123,
VII (Central Visayas),Negros Oriental,La Libertad,5,3,-,-,2,1,3,3,-,2,3,6,2,1,1,2,2,3,8,4,2,2,3,3,4,65,
VII (Central Visayas),Negros Oriental,Mabinay,1,1,-,-,1,2,2,1,2,2,1,3,6,5,2,3,5,2,5,5,5,11,16,2,5,88,
VII (Central Visayas),Negros Oriental,Manjuyod,3,3,4,3,9,5,5,7,5,7,2,6,10,5,4,7,6,3,11,8,1,5,10,10,3,142,
VII (Central Visayas),Negros Oriental,Pamplona,2,-,6,-,2,6,1,7,3,4,2,4,6,3,4,3,8,4,8,6,1,4,1,6,6,97,
VII (Central Visayas),Negros Oriental,San Jose,4,-,3,2,4,10,5,5,5,7,1,5,4,9,7,13,7,7,6,9,7,4,7,12,5,148,
VII (Central Visayas),Negros Oriental,Santa Catalina,1,5,5,4,2,7,1,2,1,5,5,5,5,2,10,10,5,10,8,19,10,20,8,5,5,160,
VII (Central Visayas),Negros Oriental,Siaton,9,1,15,5,17,12,7,2,11,9,5,12,3,4,6,18,27,7,21,9,12,11,18,12,16,269,
VII (Central Visayas),Negros Oriental,Sibulan,11,5,5,7,15,16,14,13,19,26,10,15,17,26,45,32,30,25,68,24,23,32,42,18,48,586,
VII (Central Visayas),Negros Oriental,Tanjay,16,14,20,7,26,31,24,19,13,31,20,26,23,21,30,28,35,58,68,45,57,41,59,41,36,789,
VII (Central Visayas),Negros Oriental,Tayasan,6,3,6,2,4,7,4,2,7,4,5,1,5,7,-,2,3,5,1,3,7,1,4,1,1,91,
VII (Central Visayas),Negros Oriental,Valencia (Luzurriaga),11,3,7,2,7,8,11,4,8,1,8,1,9,1,6,15,24,11,14,11,8,12,13,32,18,245,
VII (Central Visayas),Negros Oriental,Vallehermoso,1,-,5,1,1,2,2,1,5,1,2,4,1,2,7,5,3,1,1,5,6,4,-,17,10,87,
VII (Central Visayas),Negros Oriental,Zamboanguita,-,1,3,5,8,7,3,4,9,27,1,18,6,3,4,10,5,8,19,11,14,4,9,13,13,205,
VII (Central Visayas),Negros Oriental,Not Reported,-,-,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,4,
VII (Central Visayas),Siquijor,Enrique Villanueva,2,2,2,3,-,2,2,3,1,-,1,1,-,1,-,3,9,1, ,1,4,-,-,3,2,43,
VII (Central Visayas),Siquijor,Larena,28,16,31,13,18,16,16,24,13,16,7,11,15,40,16,19,13,20,15,18,20,14,23,36,16,474,
VII (Central Visayas),Siquijor,Lazi,3,11,9,2,3,10,8,-,5,5,2,3,6,8,4,6,5,5,4,8,7,9,2,5,3,133,
VII (Central Visayas),Siquijor,Maria,6,5,6,6,15,10,14,4,5,13,5,3,6,3,9,6,8,7,17,4,6,9,10,7,9,193,
VII (Central Visayas),Siquijor,San Juan,5,1,9,5,-,5,9,3,9,11,8,3,3,16,6,1,3,5,4,6,6,4,10,4,10,146,
VII (Central Visayas),Siquijor,Siquijor (Capital),10,19,41,23,16,29,22,35,17,18,16,18,27,10,30,31,32,22,28,27,17,32,18,23,24,585,
VII (Central Visayas),Siquijor,Not Reported,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,
VIII (Eastern Visayas),Eastern Samar,Arteche,1,-,-,-,1,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,1,1,3,10,
VIII (Eastern Visayas),Eastern Samar,Balangiga,-,2,1,1,4,6,1,-,3,3,3,-,-,3,3,-,4,2,5,3,3,6,10,4,3,70,
VIII (Eastern Visayas),Eastern Samar,Balangkayan,1,-,1,-,-,-,-,-,1,1,-,3,1,-,-,-,2,-,1,2,-,1,2,-,4,20,
VIII (Eastern Visayas),Eastern Samar,Borongan (Capital),11,6,7,18,9,10,21,13,6,13,11,4,8,11,3,5,8,12,16,5,19,8,44,67,85,420,
VIII (Eastern Visayas),Eastern Samar,Can-Avid,1,-,1,-,-,-,-,-,2,1,1,-,-,-,2,-,1,3, ,1,1,2,-,2,5,23,
VIII (Eastern Visayas),Eastern Samar,Dolores,-,3,-,2,6,-,7,8,-,3,1,2,2,1,2,-,2,3,4,-,2,6,1,2,2,59,
VIII (Eastern Visayas),Eastern Samar,General Macarthur,2,1,1,3,4,6,3,1,8,1,11,1,-,-,1,-,1,5,5,4,6,4,2,7,14,91,
VIII (Eastern Visayas),Eastern Samar,Giporlos,-,6,-,3,5,-,-,5,1,2,2,1,1,1,1,2,-,1,2,3,2,1,2,2,5,48,
VIII (Eastern Visayas),Eastern Samar,Guiuan,4,5,3,2,8,9,6,1,4,9,3,2,2,8,7,10,7,6,5,14,6,23,8,5,13,170,
VIII (Eastern Visayas),Eastern Samar,Hernani,-,1,-,2,3,-,3,4,2,2,1,3,-,-,-,3,3,2, ,3,-,-,-,-,1,33,
VIII (Eastern Visayas),Eastern Samar,Jipapad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,
VIII (Eastern Visayas),Eastern Samar,Lawaan,1,4,3,5,6,4,4,4,4,2,-,2,-,2,-,3,3,3,3,1,6,7,9,8,6,90,
VIII (Eastern Visayas),Eastern Samar,Llorente,-,2,4,2,3,2,-,1,9,3,1,-,1,9,7,1,5,-,4,14,7,9,3,3,4,94,
VIII (Eastern Visayas),Eastern Samar,Maslog,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,2,
VIII (Eastern Visayas),Eastern Samar,Maydolong,-,1,-,-,-,-,1,-,3,1,-,2,-,-,-,-,1,1, ,1,-,10,-,-,5,26,
VIII (Eastern Visayas),Eastern Samar,Mercedes,1,2,-,-,-,-,1,-,2,4,-,-,1,2,-,-,3,-,-,-,-,-,-,-,1,17,
VIII (Eastern Visayas),Eastern Samar,Oras,1,2,-,1,3,-,-,1,-,2,2,2,-,-,1,1,1,1, ,3,2,2,1,1,5,32,
VIII (Eastern Visayas),Eastern Samar,Quinapondan,3,1,-,-,-,-,-,-,-,3,-,-,-,-,-,2,1,1, ,1,1,2,2,2,1,20,
VIII (Eastern Visayas),Eastern Samar,Salcedo,2,1,1,4,2,3,-,-,2,1,3,2,4,-,-,-,3,-,2,1,-,5,4,6,5,51,
VIII (Eastern Visayas),Eastern Samar,San Julian,1,-,2,-,-,-,1,1,-,1,-,1,2,2,1,-,2,1,2,1,1,-,6,-,3,28,
VIII (Eastern Visayas),Eastern Samar,San Policarpo,2,-,1,-,3,1,-,-,1,2,-,-,-,2,-,-,1,-,1,1,2,-,1,1,-,19,
VIII (Eastern Visayas),Eastern Samar,Sulat,1,-,2,1,7,1,-,-,1,-,4,-,-,-,2,1,-,-,1,1,1,-,3,3,5,34,
VIII (Eastern Visayas),Eastern Samar,Taft,12,3,-,1,2,2,4,4,5,3,-,4,1,-,3,2,11,6,3,3,5,2,3,3,6,88,
VIII (Eastern Visayas),Eastern Samar,Not Reported,-,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,4,
